Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[4]     21.1    0.00    0.04       6         stbi_load [4]
                0.00    0.04       6/6           stbi_load_from_file [5]
                0.00    0.00       6/6           stbi__fopen(char const*, char const*) [251]
-----------------------------------------------
                0.00    0.04       6/6           stbi_load [4]
[5]     21.1    0.00    0.04       6         stbi_load_from_file [5]
                0.00    0.04       6/6           stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) [10]
                0.00    0.00       6/6           stbi__start_file(stbi__context*, _IO_FILE*) [254]
-----------------------------------------------
                0.00    0.04       6/6           stbi__png_load(stbi__context*, int*, int*, int*, int, stbi__result_info*) [7]
[6]     21.1    0.00    0.04       6         stbi__do_png(stbi__png*, int*, int*, int*, int, stbi__result_info*) [6]
                0.00    0.04       6/6           stbi__parse_png_file(stbi__png*, int, int) [9]
-----------------------------------------------
                0.00    0.04       6/6           stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [8]
[7]     21.1    0.00    0.04       6         stbi__png_load(stbi__context*, int*, int*, int*, int, stbi__result_info*) [7]
                0.00    0.04       6/6           stbi__do_png(stbi__png*, int*, int*, int*, int, stbi__result_info*) [6]
-----------------------------------------------
                0.00    0.04       6/6           stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) [10]
[8]     21.1    0.00    0.04       6         stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [8]
                0.00    0.04       6/6           stbi__png_load(stbi__context*, int*, int*, int*, int, stbi__result_info*) [7]
                0.00    0.00       6/6           stbi__png_test(stbi__context*) [253]
-----------------------------------------------
                0.00    0.04       6/6           stbi__do_png(stbi__png*, int*, int*, int*, int, stbi__result_info*) [6]
[9]     21.1    0.00    0.04       6         stbi__parse_png_file(stbi__png*, int, int) [9]
                0.00    0.03       6/6           stbi_zlib_decode_malloc_guesssize_headerflag [11]
                0.00    0.01       6/6           stbi__create_png_image(stbi__png*, unsigned char*, unsigned int, int, int, int, int) [15]
                0.00    0.00      65/171         stbi__get32be(stbi__context*) [165]
                0.00    0.00      53/53          stbi__get_chunk_header(stbi__context*) [181]
                0.00    0.00      30/810         stbi__get8(stbi__context*) [88]
                0.00    0.00      23/23          stbi__getn(stbi__context*, unsigned char*, int) [243]
                0.00    0.00      18/18          stbi__skip(stbi__context*, int) [244]
                0.00    0.00       6/12          stbi__check_png_header(stbi__context*) [248]
-----------------------------------------------
                0.00    0.04       6/6           stbi_load_from_file [5]
[10]    21.1    0.00    0.04       6         stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) [10]
                0.00    0.04       6/6           stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [8]
-----------------------------------------------
                0.00    0.03       6/6           stbi__parse_png_file(stbi__png*, int, int) [9]
[11]    15.8    0.00    0.03       6         stbi_zlib_decode_malloc_guesssize_headerflag [11]
                0.00    0.03       6/6           stbi__do_zlib(stbi__zbuf*, char*, int, int, int) [13]
                0.00    0.00       6/18          stbi__malloc(unsigned long) [245]
-----------------------------------------------
                0.03    0.00      29/29          stbi__parse_zlib(stbi__zbuf*, int) [14]
[12]    15.8    0.03    0.00      29         stbi__parse_huffman_block(stbi__zbuf*) [12]
                0.00    0.00 1459539/1462415     stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [64]
                0.00    0.00  795077/796011      stbi__zreceive(stbi__zbuf*, int) [66]
-----------------------------------------------
                0.00    0.03       6/6           stbi_zlib_decode_malloc_guesssize_headerflag [11]
[13]    15.8    0.00    0.03       6         stbi__do_zlib(stbi__zbuf*, char*, int, int, int) [13]
                0.00    0.03       6/6           stbi__parse_zlib(stbi__zbuf*, int) [14]
-----------------------------------------------
                0.00    0.03       6/6           stbi__do_zlib(stbi__zbuf*, char*, int, int, int) [13]
[14]    15.8    0.00    0.03       6         stbi__parse_zlib(stbi__zbuf*, int) [14]
                0.03    0.00      29/29          stbi__parse_huffman_block(stbi__zbuf*) [12]
                0.00    0.00      58/796011      stbi__zreceive(stbi__zbuf*, int) [66]
                0.00    0.00      29/29          stbi__compute_huffman_codes(stbi__zbuf*) [241]
                0.00    0.00       6/6           stbi__parse_zlib_header(stbi__zbuf*) [258]
-----------------------------------------------
                0.00    0.01       6/6           stbi__parse_png_file(stbi__png*, int, int) [9]
[15]     5.3    0.00    0.01       6         stbi__create_png_image(stbi__png*, unsigned char*, unsigned int, int, int, int, int) [15]
                0.01    0.00       6/6           stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int) [16]
-----------------------------------------------
                0.01    0.00       6/6           stbi__create_png_image(stbi__png*, unsigned char*, unsigned int, int, int, int, int) [15]
[16]     5.3    0.01    0.00       6         stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int) [16]
                0.00    0.00       6/6           stbi__malloc_mad3(int, int, int, int) [256]
                0.00    0.00       6/12          stbi__mad3sizes_valid(int, int, int, int) [247]
                0.00    0.00       6/12          stbi__mad2sizes_valid(int, int, int) [246]
                0.00    0.00       6/6           stbi__malloc_mad2(int, int, int) [255]
-----------------------------------------------
                0.00    0.00       6/6           RenderScene(std::unique_ptr<GLFWwindow, void (*)(GLFWwindow*)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[17]     0.0    0.00    0.00       6         stbi_image_free [17]
-----------------------------------------------
                0.00    0.00       6/1837393     stbi__parse_zlib_header(stbi__zbuf*) [258]
                0.00    0.00  566826/1837393     stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [64]
                0.00    0.00 1270561/1837393     stbi__zget8(stbi__zbuf*) [65]
[63]     0.0    0.00    0.00 1837393         stbi__zeof(stbi__zbuf*) [63]
-----------------------------------------------
                0.00    0.00    2876/1462415     stbi__compute_huffman_codes(stbi__zbuf*) [241]
                0.00    0.00 1459539/1462415     stbi__parse_huffman_block(stbi__zbuf*) [12]
[64]     0.0    0.00    0.00 1462415         stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [64]
                0.00    0.00  566826/1837393     stbi__zeof(stbi__zbuf*) [63]
                0.00    0.00  566826/571868      stbi__fill_bits(stbi__zbuf*) [67]
                0.00    0.00    9184/9184        stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [70]
-----------------------------------------------
                0.00    0.00      12/1270561     stbi__parse_zlib_header(stbi__zbuf*) [258]
                0.00    0.00 1270549/1270561     stbi__fill_bits(stbi__zbuf*) [67]
[65]     0.0    0.00    0.00 1270561         stbi__zget8(stbi__zbuf*) [65]
                0.00    0.00 1270561/1837393     stbi__zeof(stbi__zbuf*) [63]
-----------------------------------------------
                0.00    0.00      58/796011      stbi__parse_zlib(stbi__zbuf*, int) [14]
                0.00    0.00     876/796011      stbi__compute_huffman_codes(stbi__zbuf*) [241]
                0.00    0.00  795077/796011      stbi__parse_huffman_block(stbi__zbuf*) [12]
[66]     0.0    0.00    0.00  796011         stbi__zreceive(stbi__zbuf*, int) [66]
                0.00    0.00    5042/571868      stbi__fill_bits(stbi__zbuf*) [67]
-----------------------------------------------
                0.00    0.00    5042/571868      stbi__zreceive(stbi__zbuf*, int) [66]
                0.00    0.00  566826/571868      stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [64]
[67]     0.0    0.00    0.00  571868         stbi__fill_bits(stbi__zbuf*) [67]
                0.00    0.00 1270549/1270561     stbi__zget8(stbi__zbuf*) [65]
-----------------------------------------------
                0.00    0.00    1916/11100       stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [175]
                0.00    0.00    9184/11100       stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [70]
[68]     0.0    0.00    0.00   11100         stbi__bit_reverse(int, int) [68]
                0.00    0.00   11100/11100       stbi__bitreverse16(int) [69]
-----------------------------------------------
                0.00    0.00   11100/11100       stbi__bit_reverse(int, int) [68]
[69]     0.0    0.00    0.00   11100         stbi__bitreverse16(int) [69]
-----------------------------------------------
                0.00    0.00    9184/9184        stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [64]
[70]     0.0    0.00    0.00    9184         stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [70]
                0.00    0.00    9184/11100       stbi__bit_reverse(int, int) [68]
-----------------------------------------------
                0.00    0.00       2/6373        VertexBuffer::~VertexBuffer() [296]
                0.00    0.00       2/6373        VertexBuffer::Bind() const [307]
                0.00    0.00       2/6373        VertexArray::VertexArray() [293]
                0.00    0.00       2/6373        VertexArray::~VertexArray() [294]
                0.00    0.00       2/6373        VertexArray::Bind() const [306]
                0.00    0.00       3/6373        main [1]
                0.00    0.00       3/6373        Scene::SetCamera(Camera) [301]
                0.00    0.00       4/6373        VertexArray::AddBuffer(VertexBuffer const&, VertexBufferLayout const&) [292]
                0.00    0.00       6/6373        VertexBuffer::VertexBuffer(void const*, unsigned int) [295]
                0.00    0.00      14/6373        CreateShaderProgram(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [290]
                0.00    0.00      16/6373        CompileShader(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [273]
                0.00    0.00     400/6373        std::__cxx11::to_string(unsigned int) [138]
                0.00    0.00     406/6373        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [109]
                0.00    0.00     640/6373        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [98]
                0.00    0.00     800/6373        Scene::AddObject(std::unique_ptr<Object, std::default_delete<Object> >) [183]
                0.00    0.00    1046/6373        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__str_concat<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::allocator_type const&) [84]
                0.00    0.00    1212/6373        Scene::Finalise() [156]
                0.00    0.00    1813/6373        RenderScene(std::unique_ptr<GLFWwindow, void (*)(GLFWwindow*)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[71]     0.0    0.00    0.00    6373         std::__new_allocator<char>::~__new_allocator() [71]
-----------------------------------------------
                0.00    0.00     406/5172        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [109]
                0.00    0.00     640/5172        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [98]
                0.00    0.00    4126/5172        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [75]
[72]     0.0    0.00    0.00    5172         std::char_traits<char>::length(char const*) [72]
                0.00    0.00    5172/5172        std::__is_constant_evaluated() [73]
-----------------------------------------------
                0.00    0.00    5172/5172        std::char_traits<char>::length(char const*) [72]
[73]     0.0    0.00    0.00    5172         std::__is_constant_evaluated() [73]
-----------------------------------------------
                0.00    0.00    4126/4126        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [75]
[74]     0.0    0.00    0.00    4126         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [74]
                0.00    0.00    4126/4126        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [76]
                0.00    0.00    4126/4126        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard() [77]
-----------------------------------------------
                0.00    0.00       2/4126        VertexBuffer::~VertexBuffer() [296]
                0.00    0.00       2/4126        VertexBuffer::Bind() const [307]
                0.00    0.00       2/4126        VertexArray::VertexArray() [293]
                0.00    0.00       2/4126        VertexArray::~VertexArray() [294]
                0.00    0.00       2/4126        VertexArray::Bind() const [306]
                0.00    0.00       3/4126        main [1]
                0.00    0.00       3/4126        Scene::SetCamera(Camera) [301]
                0.00    0.00       4/4126        VertexArray::AddBuffer(VertexBuffer const&, VertexBufferLayout const&) [292]
                0.00    0.00       6/4126        VertexBuffer::VertexBuffer(void const*, unsigned int) [295]
                0.00    0.00      14/4126        CreateShaderProgram(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [290]
                0.00    0.00      16/4126        CompileShader(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [273]
                0.00    0.00    1040/4126        Scene::AddObject(std::unique_ptr<Object, std::default_delete<Object> >) [183]
                0.00    0.00    1212/4126        Scene::Finalise() [156]
                0.00    0.00    1818/4126        RenderScene(std::unique_ptr<GLFWwindow, void (*)(GLFWwindow*)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[75]     0.0    0.00    0.00    4126         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [75]
                0.00    0.00    4126/5172        std::char_traits<char>::length(char const*) [72]
                0.00    0.00    4126/4126        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [74]
-----------------------------------------------
                0.00    0.00    4126/4126        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [74]
[76]     0.0    0.00    0.00    4126         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [76]
-----------------------------------------------
                0.00    0.00    4126/4126        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [74]
[77]     0.0    0.00    0.00    4126         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard() [77]
-----------------------------------------------
                0.00    0.00    2080/2080        bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [85]
[78]     0.0    0.00    0.00    2080         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [78]
-----------------------------------------------
                0.00    0.00       1/1563        Material::Lambertian::Lambertian(Vector3f) [303]
                0.00    0.00       1/1563        Material::Transparent::Transparent(Vector3f, float, float) [304]
                0.00    0.00       2/1563        Material::LightSource::LightSource(Vector3f) [276]
                0.00    0.00       2/1563        Scene::Scene(unsigned int) [302]
                0.00    0.00      36/1563        Material::Reflective::Reflective(Vector3f, float, float) [237]
                0.00    0.00      40/1563        Sphere::Sphere(Vector3f, float, Material::Material, bool) [186]
                0.00    0.00      61/1563        Vector3f::operator-(Vector3f const&) const [180]
                0.00    0.00      82/1563        CreateScene(unsigned int) [291]
                0.00    0.00      82/1563        Scene::RotateCameraFacing(unsigned int, float) [177]
                0.00    0.00     165/1563        Scene::TranslateCamera(unsigned int, float) [171]
                0.00    0.00     241/1563        Vector3f::operator+(Vector3f const&) const [152]
                0.00    0.00     384/1563        Vector3f::Cross(Vector3f const&) const [142]
                0.00    0.00     466/1563        Vector3f::operator*(float) const [100]
[79]     0.0    0.00    0.00    1563         Vector3f::Vector3f(float, float, float) [79]
-----------------------------------------------
                0.00    0.00     647/1294        void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [114]
                0.00    0.00     647/1294        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__do_uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [130]
[80]     0.0    0.00    0.00    1294         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [80]
-----------------------------------------------
                0.00    0.00       3/1215        Scene::SetCamera(Camera) [301]
                0.00    0.00    1212/1215        Scene::Finalise() [156]
[81]     0.0    0.00    0.00    1215         Scene::GetUniformLocation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [81]
-----------------------------------------------
                0.00    0.00     401/1203        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [129]
                0.00    0.00     802/1203        void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_range_initialize<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::forward_iterator_tag) [127]
[82]     0.0    0.00    0.00    1203         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [82]
-----------------------------------------------
                0.00    0.00       1/1203        RenderScene(std::unique_ptr<GLFWwindow, void (*)(GLFWwindow*)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.00    0.00     400/1203        Scene::AddObject(std::unique_ptr<Object, std::default_delete<Object> >) [183]
                0.00    0.00     401/1203        std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [117]
                0.00    0.00     401/1203        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [126]
[83]     0.0    0.00    0.00    1203         std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~__new_allocator() [83]
-----------------------------------------------
                0.00    0.00     406/1046        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [109]
                0.00    0.00     640/1046        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [98]
[84]     0.0    0.00    0.00    1046         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__str_concat<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::allocator_type const&) [84]
                0.00    0.00    1046/6373        std::__new_allocator<char>::~__new_allocator() [71]
-----------------------------------------------
                0.00    0.00    1040/1040        Scene::GetUniformLocationIdx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [134]
[85]     0.0    0.00    0.00    1040         bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [85]
                0.00    0.00    2080/2080        __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [78]
-----------------------------------------------
                0.00    0.00       1/931         VertexBuffer::~VertexBuffer() [296]
                0.00    0.00       1/931         VertexBuffer::Bind() const [307]
                0.00    0.00       1/931         VertexArray::VertexArray() [293]
                0.00    0.00       1/931         VertexArray::~VertexArray() [294]
                0.00    0.00       1/931         VertexArray::Bind() const [306]
                0.00    0.00       2/931         VertexArray::AddBuffer(VertexBuffer const&, VertexBufferLayout const&) [292]
                0.00    0.00       3/931         VertexBuffer::VertexBuffer(void const*, unsigned int) [295]
                0.00    0.00       7/931         CreateShaderProgram(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [290]
                0.00    0.00       8/931         CompileShader(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [273]
                0.00    0.00     906/931         RenderScene(std::unique_ptr<GLFWwindow, void (*)(GLFWwindow*)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[86]     0.0    0.00    0.00     931         GLClearError() [86]
-----------------------------------------------
                0.00    0.00       1/931         VertexBuffer::~VertexBuffer() [296]
                0.00    0.00       1/931         VertexBuffer::Bind() const [307]
                0.00    0.00       1/931         VertexArray::VertexArray() [293]
                0.00    0.00       1/931         VertexArray::~VertexArray() [294]
                0.00    0.00       1/931         VertexArray::Bind() const [306]
                0.00    0.00       2/931         VertexArray::AddBuffer(VertexBuffer const&, VertexBufferLayout const&) [292]
                0.00    0.00       3/931         VertexBuffer::VertexBuffer(void const*, unsigned int) [295]
                0.00    0.00       7/931         CreateShaderProgram(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [290]
                0.00    0.00       8/931         CompileShader(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [273]
                0.00    0.00     906/931         RenderScene(std::unique_ptr<GLFWwindow, void (*)(GLFWwindow*)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[87]     0.0    0.00    0.00     931         GLLogCall(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [87]
-----------------------------------------------
                0.00    0.00      30/810         stbi__parse_png_file(stbi__png*, int, int) [9]
                0.00    0.00      96/810         stbi__check_png_header(stbi__context*) [248]
                0.00    0.00     684/810         stbi__get16be(stbi__context*) [150]
[88]     0.0    0.00    0.00     810         stbi__get8(stbi__context*) [88]
                0.00    0.00      23/29          stbi__refill_buffer(stbi__context*) [240]
-----------------------------------------------
                0.00    0.00     400/806         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [141]
                0.00    0.00     406/806         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108]
